"","date","time","from","to","vehicle","OD","Type","occupancy_numeric"
"1443","2016-10-10","09:12:06 AM","008821311","008821121","S11756","008821311/008821121","S",1
"1444","2016-10-10","09:12:10 AM","008821121","008896008","IC708","008821121/008896008","IC",2
"1445","2016-10-10","09:13:36 AM","008821519","008821121","IC3330","008821519/008821121","IC",2
"1446","2016-10-10","09:29:55 AM","008833001","008812005","IC3632","008833001/008812005","IC",0
"1447","2016-10-10","09:34:46 AM","008833209","008833266","L2459","008833209/008833266","L",0
"1448","2016-10-10","10:09:19 AM","008833001","008812005","IC431","008833001/008812005","IC",0
"1449","2016-10-10","10:23:03 AM","008814001","008882206","IC3435","008814001/008882206","IC",0
"1450","2016-10-10","10:40:03 AM","008822004","008822343","S11759","008822004/008822343","S",0
"1451","2016-10-10","12:59:06 PM","008822475","008822459","IC4134","008822475/008822459","IC",0
"1452","2016-10-10","04:25:26 PM","008883311","008814001","IC1915","008883311/008814001","IC",0
"1453","2016-10-10","04:27:31 PM","008831005","008833209","IC2638","008831005/008833209","IC",0
"1454","2016-10-10","04:34:34 PM","008814001","008895836","8011","008814001/008895836","Extra",1
"1455","2016-10-10","04:35:43 PM","008813003","008833605","IC1514","008813003/008833605","IC",2
"1456","2016-10-10","04:38:45 PM","008813003","008896149","IC437","008813003/008896149","IC",1
"1457","2016-10-10","04:39:31 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1458","2016-10-10","04:55:54 PM","008811247","008811254","S23665","008811247/008811254","S",2
"1459","2016-10-10","04:56:05 PM","008811247","008811254","S23665","008811247/008811254","S",0
"1460","2016-10-10","04:56:13 PM","008811247","008811254","S23665","008811247/008811254","S",1
"1461","2016-10-10","04:56:18 PM","008811247","008811254","S23665","008811247/008811254","S",0
"1462","2016-10-10","04:56:36 PM","008833001","008831039","IC1515","008833001/008831039","IC",1
"1463","2016-10-10","05:06:37 PM","008833001","008833308","P8302","008833001/008833308","P",2
"1464","2016-10-10","05:08:20 PM","008813003","008814001","IC437","008813003/008814001","IC",1
"1465","2016-10-10","05:08:34 PM","008892007","008892080","IC437","008892007/008892080","IC",1
"1466","2016-10-10","05:24:15 PM","008814001","008883006","IC1739","008814001/008883006","IC",2
"1467","2016-10-10","05:27:32 PM","008813003","008881000","IC1738","008813003/008881000","IC",0
"1468","2016-10-10","05:57:04 PM","008812005","008833209","IC2216","008812005/008833209","IC",1
"1469","2016-10-10","06:30:11 PM","008814001","008892007","IC2839","008814001/008892007","IC",2
"1470","2016-10-10","06:35:28 PM","008863008","008863404","IC2417","008863008/008863404","IC",1
"1471","2016-10-10","06:55:28 PM","008833001","008833134","S203089","008833001/008833134","S",2
"1472","2016-10-10","08:14:22 PM","008892007","008891009","IC1840","008892007/008891009","IC",0
"1473","2016-10-10","08:36:22 PM","008821121","008813003","IC4528","008821121/008813003","IC",2
"1474","2016-10-11","06:01:58 AM","008896370","008813003","P7008","008896370/008813003","P",1
"1475","2016-10-11","06:50:54 AM","008833308","008812005","IC3630","008833308/008812005","IC",0
"1476","2016-10-11","07:00:28 AM","008821006","008821121","1828","008821006/008821121","Extra",0
"1477","2016-10-11","07:00:33 AM","008821121","008821196","1828","008821121/008821196","Extra",0
"1478","2016-10-11","07:00:37 AM","008821196","008894748","1828","008821196/008894748","Extra",0
"1479","2016-10-11","07:00:52 AM","008881000","008814001","IC3706","008881000/008814001","IC",1
"1480","2016-10-11","07:06:04 AM","008831401","008814001","P7305","008831401/008814001","P",2
"1481","2016-10-11","07:12:05 AM","008831765","008831005","IC1530","008831765/008831005","IC",0
"1482","2016-10-11","07:31:24 AM","008896149","008892106","407","008896149/008892106","Extra",1
"1483","2016-10-11","07:31:58 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1484","2016-10-11","07:39:02 AM","008892007","008814001","IC1506","008892007/008814001","IC",2
"1485","2016-10-11","07:41:46 AM","008833209","008812005","IC2229","008833209/008812005","IC",2
"1486","2016-10-11","07:42:37 AM","008831005","008821121","IC2629","008831005/008821121","IC",1
"1487","2016-10-11","08:13:18 AM","008833001","008819406","IC3631","008833001/008819406","IC",2
"1488","2016-10-11","08:13:22 AM","008819406","008812005","IC3631","008819406/008812005","IC",2
"1489","2016-10-11","08:13:29 AM","008812005","008813003","IC3631","008812005/008813003","IC",1
"1490","2016-10-11","08:17:57 AM","008895505","008895570","7966","008895505/008895570","Extra",1
"1491","2016-10-11","08:18:04 AM","008895505","008895570","7966","008895505/008895570","Extra",0
"1492","2016-10-11","08:18:10 AM","008895570","008895208","7966","008895570/008895208","Extra",0
"1493","2016-10-11","08:18:15 AM","008895208","008892007","7966","008895208/008892007","Extra",2
"1494","2016-10-11","08:34:13 AM","008813003","008892007","IC429","008813003/008892007","IC",0
"1495","2016-10-11","09:04:46 AM","008893120","008821006","IC1808","008893120/008821006","IC",1
"1496","2016-10-11","09:05:20 AM","008893120","008821196","IC1808","008893120/008821196","IC",1
"1497","2016-10-11","09:09:34 AM","008892007","008812005","IC2808","008892007/008812005","IC",1
"1498","2016-10-11","09:20:28 AM","008814001","008813003","P7722","008814001/008813003","P",2
"1499","2016-10-11","09:31:47 AM","008811189","008813003","IC3431","008811189/008813003","IC",1
"1500","2016-10-11","11:53:35 AM","008891009","008892007","IC511","008891009/008892007","IC",0
"1501","2016-10-11","12:49:51 PM","008892007","008821006","IC1812","008892007/008821006","IC",2
"1502","2016-10-11","12:52:57 PM","008813003","008892007","IC1533","008813003/008892007","IC",0
"1503","2016-10-11","01:38:25 PM","008891702","008892007","IC1813","008891702/008892007","IC",0
"1504","2016-10-11","01:59:38 PM","008892007","008812005","IC2808","008892007/008812005","IC",1
"1505","2016-10-11","02:00:20 PM","008812005","008892007","IC535","008812005/008892007","IC",1
"1506","2016-10-11","02:53:08 PM","008863008","008874609","IC936","008863008/008874609","IC",1
"1507","2016-10-11","03:19:20 PM","008892007","008822145","L564","008892007/008822145","L",0
"1508","2016-10-11","04:03:08 PM","008811601","008811676","S83965","008811601/008811676","S",0
"1509","2016-10-11","04:03:13 PM","008811601","008811676","S83965","008811601/008811676","S",0
"1510","2016-10-11","04:03:17 PM","008811601","008811676","S83965","008811601/008811676","S",1
"1511","2016-10-11","04:03:22 PM","008811601","008811676","S83965","008811601/008811676","S",2
"1512","2016-10-11","04:03:27 PM","008811601","008811676","S83965","008811601/008811676","S",1
"1513","2016-10-11","04:13:37 PM","008813045","008814241","S11787","008813045/008814241","S",2
"1514","2016-10-11","04:14:47 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1515","2016-10-11","04:17:21 PM","008813003","008821121","IC4515","008813003/008821121","IC",2
"1516","2016-10-11","04:18:49 PM","008841202","008841004","L5165","008841202/008841004","L",0
"1517","2016-10-11","04:28:15 PM","008813003","008812005","IC2815","008813003/008812005","IC",0
"1518","2016-10-11","04:31:15 PM","008813003","008896149","IC437","008813003/008896149","IC",1
"1519","2016-10-11","04:42:49 PM","008812211","008812005","S102087","008812211/008812005","S",0
"1520","2016-10-11","04:46:04 PM","008892007","008821006","IC3038","008892007/008821006","IC",2
"1521","2016-10-11","04:46:20 PM","008893013","008892007","L1886","008893013/008892007","L",2
"1522","2016-10-11","04:46:56 PM","008821121","008821006","IC1816","008821121/008821006","IC",2
"1523","2016-10-11","05:06:23 PM","008812005","008831401","P8306","008812005/008831401","P",0
"1524","2016-10-11","05:54:10 PM","008811601","008861200","IC2417","008811601/008861200","IC",1
"1525","2016-10-11","06:23:25 PM","008811411","008814456","S53588","008811411/008814456","S",1
"1526","2016-10-11","06:23:35 PM","008811411","008814308","S53588","008811411/008814308","S",1
"1527","2016-10-11","06:38:22 PM","008892007","008891009","IC1539","008892007/008891009","IC",1
"1528","2016-10-11","07:19:20 PM","008895802","008895760","S61557","008895802/008895760","S",0
"1529","2016-10-11","07:19:23 PM","008895802","008895760","S61557","008895802/008895760","S",2
"1530","2016-10-11","08:57:07 PM","008841004","008833001","IC543","008841004/008833001","IC",1
"1531","2016-10-11","08:57:14 PM","008841004","008833001","IC543","008841004/008833001","IC",2
"1532","2016-10-11","08:59:13 PM","008841004","008833001","IC543","008841004/008833001","IC",1
"1533","2016-10-11","09:48:05 PM","008813003","008812047","S102071","008813003/008812047","S",0
"1534","2016-10-11","10:06:13 PM","008814001","008812005","ICE11","008814001/008812005","ICE",0
"1535","2016-10-11","10:06:16 PM","008891009","008891314","IC822","008891009/008891314","IC",0
"1536","2016-10-11","10:23:53 PM","008813003","008812005","IC1905","008813003/008812005","IC",2
"1537","2016-10-11","11:35:20 PM","008831807","008831005","IC1508","008831807/008831005","IC",0
"1538","2016-10-12","01:21:57 AM","008892007","008813003","IC509","008892007/008813003","IC",2
"1539","2016-10-12","01:22:01 AM","008892007","008813003","IC509","008892007/008813003","IC",0
"1540","2016-10-12","01:22:10 AM","008813003","008812005","IC509","008813003/008812005","IC",2
"1541","2016-10-12","06:44:23 AM","008895067","008895000","IC2206","008895067/008895000","IC",2
"1542","2016-10-12","06:44:33 AM","008895067","008893583","IC3629","008895067/008893583","IC",2
"1543","2016-10-12","06:49:39 AM","008814258","008814001","P7721","008814258/008814001","P",1
"1544","2016-10-12","07:06:06 AM","008831401","008814001","P7305","008831401/008814001","P",2
"1545","2016-10-12","07:15:57 AM","008833001","008814001","IC1529","008833001/008814001","IC",1
"1546","2016-10-12","07:31:55 AM","008896149","008813003","IC407","008896149/008813003","IC",1
"1547","2016-10-12","07:36:32 AM","008811510","008811437","S83978","008811510/008811437","S",2
"1548","2016-10-12","07:36:37 AM","008811536","008811510","S83978","008811536/008811510","S",2
"1549","2016-10-12","07:36:41 AM","008811601","008811536","S83978","008811601/008811536","S",2
"1550","2016-10-12","07:49:44 AM","008885753","008885068","IC3207","008885753/008885068","IC",2
"1551","2016-10-12","07:54:32 AM","008811601","008811536","S83978","008811601/008811536","S",2
"1552","2016-10-12","07:54:36 AM","008811601","008811536","S83978","008811601/008811536","S",2
"1553","2016-10-12","08:19:55 AM","008833001","008812005","IC429","008833001/008812005","IC",2
"1554","2016-10-12","08:20:00 AM","008812005","008813003","IC429","008812005/008813003","IC",2
"1555","2016-10-12","08:32:57 AM","008893013","008893401","L557","008893013/008893401","L",0
"1556","2016-10-12","10:12:38 AM","008881000","008813003","IC1710","008881000/008813003","IC",0
"1557","2016-10-12","10:25:53 AM","008891009","008892007","IC1810","008891009/008892007","IC",0
"1558","2016-10-12","11:17:01 AM","008821147","008821121","S11759","008821147/008821121","S",0
"1559","2016-10-12","12:12:47 PM","008881190","008881166","P7585","008881190/008881166","P",1
"1560","2016-10-12","12:17:52 PM","008821006","008821121","IC9228","008821006/008821121","IC",0
"1561","2016-10-12","12:45:44 PM","008822111","008822004","P7091","008822111/008822004","P",0
"1562","2016-10-12","12:57:18 PM","008841525","008842648","P7489","008841525/008842648","P",0
"1563","2016-10-12","01:18:53 PM","008891009","008891132","L563","008891009/008891132","L",0
"1564","2016-10-12","03:34:01 PM","008892601","008814001","IC2313","008892601/008814001","IC",0
"1565","2016-10-12","04:01:38 PM","008861200","008863008","IC2516","008861200/008863008","IC",2
"1566","2016-10-12","04:05:28 PM","008811106","008811916","S53586","008811106/008811916","S",0
"1567","2016-10-12","04:12:54 PM","008821121","008821006","IC1814","008821121/008821006","IC",0
"1568","2016-10-12","04:16:43 PM","008841202","008841004","L5165","008841202/008841004","L",0
"1569","2016-10-12","04:43:32 PM","008813003","008833001","IC1715","008813003/008833001","IC",2
"1570","2016-10-12","04:55:27 PM","008893401","008892007","L579","008893401/008892007","L",1
"1571","2016-10-12","04:56:29 PM","008814001","008883006","IC3737","008814001/008883006","IC",2
"1572","2016-10-12","05:19:14 PM","008833001","008833308","IC1515","008833001/008833308","IC",1
"1573","2016-10-12","05:19:22 PM","008813003","008812005","IC1515","008813003/008812005","IC",1
"1574","2016-10-12","05:19:26 PM","008813003","008833001","IC1515","008813003/008833001","IC",1
"1575","2016-10-12","05:41:34 PM","008813003","008812005","IC416","008813003/008812005","IC",2
"1576","2016-10-12","05:41:38 PM","008812005","008833001","IC416","008812005/008833001","IC",2
"1577","2016-10-12","06:40:58 PM","008892007","008891009","IC539","008892007/008891009","IC",0
"1578","2016-10-12","06:41:07 PM","008892007","008891009","IC539","008892007/008891009","IC",0
"1579","2016-10-12","06:44:12 PM","008892007","008891009","IC539","008892007/008891009","IC",0
"1580","2016-10-12","06:47:47 PM","008814001","008893559","IC3641","008814001/008893559","IC",2
"1581","2016-10-12","06:58:22 PM","008892007","008891140","IC2839","008892007/008891140","IC",0
"1582","2016-10-12","07:03:39 PM","008821006","008892007","IC1840","008821006/008892007","IC",0
"1583","2016-10-12","07:41:22 PM","008819406","008822004","IC2640","008819406/008822004","IC",0
"1584","2016-10-13","06:33:14 AM","008841202","008812005","P7444","008841202/008812005","P",2
"1585","2016-10-13","06:33:59 AM","008831005","008812005","IC1528","008831005/008812005","IC",0
"1586","2016-10-13","06:57:33 AM","008833001","008812005","P7301","008833001/008812005","P",1
"1587","2016-10-13","06:58:21 AM","008885001","008814001","P7514","008885001/008814001","P",0
"1588","2016-10-13","06:58:23 AM","008814308","008814001","S61555","008814308/008814001","S",1
"1589","2016-10-13","07:00:18 AM","008814001","008812005","IC2407","008814001/008812005","IC",1
"1590","2016-10-13","07:55:52 AM","008833001","008814001","P7302","008833001/008814001","P",0
"1591","2016-10-13","08:05:37 AM","008894748","008821196","P7291","008894748/008821196","P",0
"1592","2016-10-13","08:16:50 AM","008893559","008893401","IC4108","008893559/008893401","IC",1
"1593","2016-10-13","08:38:56 AM","008892007","008812005","IC1507","008892007/008812005","IC",2
"1594","2016-10-13","08:44:27 AM","008813003","008892007","IC2829","008813003/008892007","IC",0
"1595","2016-10-13","08:45:32 AM","008894151","008892007","IC3007","008894151/008892007","IC",1
"1596","2016-10-13","08:45:46 AM","008894151","008892007","IC3007","008894151/008892007","IC",1
"1597","2016-10-13","08:52:08 AM","008841004","008844008","TRN17200","008841004/008844008","TRN",2
"1598","2016-10-13","09:16:41 AM","008896008","008896115","IC409","008896008/008896115","IC",0
"1599","2016-10-13","09:16:56 AM","008896008","008896115","IC409","008896008/008896115","IC",0
"1600","2016-10-13","09:17:07 AM","008896008","008892007","IC409","008896008/008892007","IC",0
"1601","2016-10-13","09:17:25 AM","008896008","008896115","IC409","008896008/008896115","IC",0
"1602","2016-10-13","09:22:37 AM","008896115","008896149","IC409","008896115/008896149","IC",0
"1603","2016-10-13","09:22:42 AM","008896115","008896149","IC409","008896115/008896149","IC",0
"1604","2016-10-13","09:23:49 AM","008812005","008811189","IC3108","008812005/008811189","IC",0
"1605","2016-10-13","09:23:56 AM","008833001","008812005","IC1531","008833001/008812005","IC",2
